Feature ID	Taxon	Confidence
ac408dbf36ab93a2dc7ae1c3130bdbdc	Unassigned	0.6442327556009693
bb699691d1121cd3c703abe3bfc847d5	d__Bacteria	0.8970081695164247
c2fd8f4c2c79358b17f8ee326cc3c372	d__Bacteria	0.9055528160043657
c314b1cd158ee19722fb901dd54a8e4b	Unassigned	0.6210180668612304
1b3babd51bbe74a90e2ed5bd67d59da0	d__Bacteria	0.8685261305255911
c1e4dd3b7414a28f7d7a6506dba7d107	Unassigned	0.6537611297942888
d8182ed2fca9db60a94549ee196664b2	d__Bacteria	0.9544954093772423
827bd7935a36be257a5fdd1a6d34dbf4	d__Bacteria; p__Cyanobacteriota; c__Chloroplast; o__; f__; g__; s__	0.9990967537357731
57a6b3a77c828faa0d998d42e425d8f1	Unassigned	0.6337827112568722
aea19d3f9d32f02c7de105e1ada759ec	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopelagicus; s__Nitrosopelagicus sp000402075	0.9999993170658202
86a63ff57a0c127f2591b9599f4c8e0a	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopelagicus; s__Nitrosopelagicus sp000402075	0.9940646766200789
101d01be35d367b8968dd0343f4e0415	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopelagicus; s__Nitrosopelagicus sp000402075	0.9815722851926886
4b2f035ccf8ca97c89353615c5fd49d1	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopelagicus; s__Nitrosopelagicus sp000402075	0.9998733633293286
10b1a067a69cf863a4964846aceafad9	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopelagicus; s__Nitrosopelagicus sp000402075	0.9999987136426146
8c7cf7b17240abf9065e0ae985967c66	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopelagicus; s__Nitrosopelagicus sp000402075	0.9680686423052989
64d2ac8837cd25882fbcc00c4e24fc65	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopelagicus; s__Nitrosopelagicus sp000402075	0.8196495632598795
47086c22ad9ee2eeca18fbe34a25a36e	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__PXYB01	0.8375388376481169
e6a53a0e47db68d9fde9358d9ed5641d	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus_5141	0.9444960373377116
e5390bd1e03cf1a7a8886fc189a09b5b	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus_5141; s__Nitrosopumilus oxyclinae	0.7264920825209569
1630ad8d2ea0b9548b5bbd7c59410a9d	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus_5141	0.9915597105413723
92b6faec4e817b461c635037a0dd9747	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus_5141	0.991708694694849
1c06242fdb9267b73513ed1b8d068cc4	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus_5141; s__Nitrosopumilus oxyclinae	0.7072344373524647
78108a15bcba349da5292ae5e2aa01cd	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus_5141; s__Nitrosopumilus oxyclinae	0.8036899765443322
be5cfff363ca7d5192d47e11fe87b094	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus_5141	0.9916663650995174
cbe82fa6292465e5cbc7f500c246dc60	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus_5141	0.9972122061670462
1262a3a9f179545645a28633ac0aadfa	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus_5141; s__Nitrosopumilus oxyclinae	0.7690157814055404
3f25be988434ccfc2f3a4bef4d8c2692	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopelagicus; s__Nitrosopelagicus sp000402075	0.9523398653653727
2df1adbe8c0c6d180bc4c56f9fde38bf	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopelagicus; s__Nitrosopelagicus sp000402075	0.7312956462878502
c12ce7bf2fb7ec05410e2b52f798def3	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus_5141; s__	0.7995912933697021
65521c797c0199204da3c760256378e0	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus_5141	0.993376010563875
4ac1ac92bed36bffc5864a524cfdba46	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus_5141	0.9998587214509391
361fd367a838a6a80aaf55d1b25f0b35	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus_5141; s__Nitrosopumilus sp001437625	0.978917756277402
3c80885a566a4997ac992a16cb19fa13	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus_5141; s__Nitrosopumilus oxyclinae	0.7283210355594186
9c4779da32e061da37dda8250b85b797	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus_5141; s__Nitrosopumilus oxyclinae	0.7528246800206002
73f47c2c957e6998c36193231d9171c6	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopelagicus; s__	0.9460127986956826
409d3fad9e7c2a4f571f0431391cc26d	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus_5141; s__	0.8951683913467265
08034db61586e898c14ba933969a01c1	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus_5141; s__	0.9490805202269486
aed319cb61a06efeb7febf5da36c99ed	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus_5141; s__	0.9986811615445663
8010ca61cf9c32798f554a5eb0baafcf	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus_5141; s__	0.9912074465398049
53bb0e83a2fe9bfd0f094ab9ac25f485	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus_5141; s__	0.9926442147888738
9cdd1ab667c777437fa7c8796171dc1d	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus_5141; s__	0.9936780230408961
3900cd8965f482b036e333b3f58d2164	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae	0.9999999995485903
4bce3df7cf743ec17841190fffa1d63b	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopelagicus; s__Nitrosopelagicus brevis	0.9829393650133266
5551b107bbededc85d461576f4f67153	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopelagicus; s__Nitrosopelagicus brevis	0.9997036239546646
85b6a2bb4fea5bf436ac14132191ac7e	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopelagicus; s__Nitrosopelagicus brevis	0.9997616954064994
eb1c56a56589285e8e75974afa0df51c	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopelagicus; s__	0.9999972946492834
44e44f1ceed154c0163bb518f1feb63e	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopelagicus; s__	0.9689451632256745
106e2af4c029a1f1063c6281d7269ae7	d__Archaea; p__Asgardarchaeota; c__Lokiarchaeia; o__Sigynarchaeales; f__SOKP01; g__SDNM01; s__SDNM01 sp004524535	0.9999999999986359
65376edc5117fb737aa7f4fff5e1b4bb	d__Archaea; p__Asgardarchaeota; c__Lokiarchaeia; o__Sigynarchaeales; f__SOKP01; g__SDNM01; s__SDNM01 sp004524535	0.9999999999999859
909faba497ba2f733df83780cd552eb7	d__Archaea; p__Asgardarchaeota; c__Lokiarchaeia; o__Sigynarchaeales; f__SOKP01; g__SDNM01; s__SDNM01 sp004524535	1.0
c9aec45826c336c3079bb4400ad77314	d__Archaea; p__Asgardarchaeota; c__Thorarchaeia; o__Thorarchaeales; f__Thorarchaeaceae; g__MP8T-1; s__MP8T-1 sp002825465	0.981567993458213
5e81c0474dfc30d8bc44e6b5122bad16	d__Archaea; p__Asgardarchaeota; c__Thorarchaeia; o__Thorarchaeales; f__Thorarchaeaceae; g__SMTZ1-45	0.847936990685652
aceb85ce35fbc0ae39eeae81e4c286dc	d__Bacteria	0.8955149140185831
68aa81b0d775bf838132eeba8d7b1baa	Unassigned	0.8956272009251722
5ac68712cbb864ee4e97ede32e0bf6dd	d__Bacteria; p__Planctomycetota; c__B15-G4; o__B15-G4; f__B15-G4; g__B15-G4; s__B15-G4 sp003644265	0.9999953226654092
7a3c0889476a67315040669ba1e69744	d__Bacteria; p__Planctomycetota; c__B15-G4; o__B15-G4; f__B15-G4; g__B15-G4; s__B15-G4 sp003644265	0.9999766938269753
c5e9ac9d88b94b9d2db1a67adfd55500	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__; s__	0.992322310033979
5412f493fbeb48dd90bf5a08998bb3fe	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__; s__	0.9948560316280208
0fb1aee320c62def1f2e7ae8231c0bfb	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__; s__	0.999648418700277
4742f10eaeadbc68f5ec988456e549c4	d__Bacteria	0.9308644580684838
e16243c6a2a864129d88b9a5218aa68d	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__; s__	0.8558871048773626
0232e71972fd56feed11a8e2d363601f	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__; s__	0.9178136645175106
6351a9de38df3776f59a4f55fc25d315	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__; s__	0.9543719882990462
